,IMDB,url,产地,年代,片名,类别,译名,豆瓣
0,,https://www.dy2018.com/i/99198.html,中国大陆,2018,跨次元少女大作战,剧情/喜剧/爱情,Cross-DimensionLove,
1,"8.0,10,52185",https://www.dy2018.com/i/91879.html,,1986,Laputa: Castle in the Sky,动画/动作/冒险/家庭/幻想/爱情,天空之城/天空の城ラピュタ,
2,,https://www.dy2018.com/i/92114.html,,2012,Hoed to you,喜剧 / 惊悚,借你俩胆,
3,,https://www.dy2018.com/i/92117.html,,2012,Zombies Reborn,惊悚 / 恐怖,无间罪:僵尸重生,
4,,https://www.dy2018.com/i/92010.html,,2013,特殊身份,动作 / 犯罪,,
5,"8.1,10,22093",https://www.dy2018.com/i/92826.html,,2013,Blue Is the Warmest Color,剧情/爱情/同性,阿黛尔的生活/接近无限温暖的蓝(港)/ 蓝色是最温暖的颜色(台),
6,"6.3,10,1987",https://www.dy2018.com/i/93239.html,,2013,Wolf Creek 2.2013,动作/科幻/惊悚/奇幻,狼溪2,
7,"5.8,10,2152",https://www.dy2018.com/i/92921.html,,2013,Cold Comes the Night,剧情/惊悚/犯罪,汽车旅馆疯劫案,
8,,https://www.dy2018.com/i/92440.html,,2013,Police Story 2013,动作 / 爱情 / 犯罪,警察故事2013,
9,"6.2,10,4455",https://www.dy2018.com/i/93358.html,,2013,Tarzan,动画,人猿泰山,
10,"6.8,10,60",https://www.dy2018.com/i/93659.html,,2013,ルパン三世vs名探�丧偿圣� THE MOVIE/Lupin III vs Detective Conan The Movie,动画,鲁邦三世VS名侦探柯南 剧场版/雷朋三世VS名侦探柯南剧场版(港),
11,"6.7,10,13",https://www.dy2018.com/i/93489.html,,2013,烂滚夫斗烂滚妻,喜剧,Mr. & Mrs. Player,
12,"6.8,10,2311",https://www.dy2018.com/i/93289.html,,2013,"Les Garçons et Guillaume, à table.2013",喜剧,男孩们和吉约姆/妈妈要我爱男人(台),
13,"7.2,10,1038",https://www.dy2018.com/i/93134.html,,2013,Chinese Puzzle,剧情/喜剧/爱情,纽约爱情拼图(台)/中国七巧板/中国益智游戏,
14,,https://www.dy2018.com/i/92723.html,,2013,The Great Beauty,剧情/喜剧,伟大之美/堕毁之国/La grande Bellezza,
15,"7.0,10,487",https://www.dy2018.com/i/92839.html,,2013,On the Job,动作/犯罪/剧情,杀手职场/工作中,
16,,https://www.dy2018.com/i/92715.html,,2013,Love Is Beautiful,爱情,爱很美 / 爱，很美 / 美丽的背后,
17,,https://www.dy2018.com/i/93393.html,,2013,My Wife‘s a Cat,,我的老婆是只猫 / My Wife‘s a Cat,
18,,https://www.dy2018.com/i/92240.html,,2013,Bump In The Road,剧情 / 喜剧,一路顺疯,
19,,https://www.dy2018.com/i/92224.html,,,牛转乾坤,剧情 / 动画,,
20,,https://www.dy2018.com/i/94157.html,,2014,少年岳飞,动画,,
21,,https://www.dy2018.com/i/92802.html,,2013,一枝花与铁臂膊,动作/古装,Yi Zhi Huan Yu Tie Bi Bo,
22,,https://www.dy2018.com/i/93157.html,,2013,无枪,剧情/犯罪,Injustice.Undone,
23,,https://www.dy2018.com/i/93906.html,,2013,Black Mirror,惊悚 / 恐怖,,
24,,https://www.dy2018.com/i/92237.html,,2013,The Warth Of Vajra,剧情 / 动作,金刚王/金刚王：死亡救赎,
25,"6.4,10,14",https://www.dy2018.com/i/92261.html,,上映日期: 2013-11(中国大陆) / 2012-10-21(日本东京国际电影节),Don' t Expect Praises / ホメられないかも,剧情 / 动画 / 家庭 / 儿童,有人赞美聪慧，有人则不,
26,,https://www.dy2018.com/i/92121.html,,2013,Indomitable Soldiers,剧情 / 爱情 / 战争,残团,
27,,https://www.dy2018.com/i/92950.html,,2013,"Hai Qi, Da Ta Ge Gui Zi",剧情 / 战争,嗨起，打他个鬼子,
28,"6.6,10,760",https://www.dy2018.com/i/92373.html,,2013,Firestorm,动作 / 犯罪,风暴,
29,,https://www.dy2018.com/i/92242.html,,2013,Silent Witness,悬疑 / 犯罪,全民目击,
30,,https://www.dy2018.com/i/93308.html,,2013-08-30(中国大陆),Sweet Summer Love,喜剧 / 爱情,夏日示爱/两情双月,
31,,https://www.dy2018.com/i/92105.html,,2013,Farm House 81,喜剧 / 动画 / 家庭,81号农场之保卫麦咭,
32,,https://www.dy2018.com/i/94461.html,,2014,Coincidence,喜剧/悬疑,凡人烦恼,
33,,https://www.dy2018.com/i/91919.html,,,,惊悚/剧情/悬疑,,
34,,https://www.dy2018.com/i/91955.html,,2013,The Fox Lover,动作 / 爱情 / 奇幻 / 古装,白狐,
35,"7.5,10,45",https://www.dy2018.com/i/93375.html,,2013,Way Back Home,剧情/悬疑/犯罪,回家的路,
36,"7.0,10,29",https://www.dy2018.com/i/93367.html,,2013,Steal My Heart,喜剧/爱情/犯罪,偷心贼/猫鼠游戏/唯有你,
37,"6.2,10,118",https://www.dy2018.com/i/93164.html,,2013,No Breathing/노브레싱,爱情/体育,屏息/速水花美男(港),
38,"6.3,10,70",https://www.dy2018.com/i/92853.html,,2013,연애의 온도/Very Ordinary Couple,剧情/爱情,恋爱的温度/分手,
39,"6.8,10,1032",https://www.dy2018.com/i/93148.html,,2013,Bro's Before Ho's,喜剧,重友轻色,
40,"7.4,10,865",https://www.dy2018.com/i/92824.html,,2013,Wolf,犯罪/剧情/惊悚,狼,
41,,https://www.dy2018.com/i/92721.html,,2013,Return The Money,喜剧,啊朋友还钱,
42,,https://www.dy2018.com/i/92435.html,,2013,Crimes.of.Passion,动作 / 爱情 / 犯罪,一场风花雪月的事,
43,,https://www.dy2018.com/i/92899.html,,2013,Amazing,剧情/爱情/运动,神奇,
44,"6.4,10,3131",https://www.dy2018.com/i/93474.html,,2013,Afflicted,惊悚/恐怖,折磨,
45,"5.9,10,1487",https://www.dy2018.com/i/93720.html,,2013,I'll Follow You Down,剧情/科幻/悬疑,我会跟着你/我会跟着你/我要跟你去/爸爸去哪了/跟着爸爸走/随你而去,
46,"6.7,10,13430",https://www.dy2018.com/i/92809.html,,2013,Homefront,动作/惊悚/犯罪,家园防线/最后防线(台)/反毒战警(港)/国土防线,
47,"6.6,10,20367",https://www.dy2018.com/i/92903.html,,2013,Homefront,动作/惊悚/犯罪,家园防线/最后防线(台)/反毒战警(港)/国土防线,
48,,https://www.dy2018.com/i/92944.html,,2013,Game of Assassins,剧情 / 动作,刺客,
49,,https://www.dy2018.com/i/94042.html,,2013,The Face of Love,,爱情的模样/人生若只如初见/听说爱情回来过(台),
50,"6.4,10,2205",https://www.dy2018.com/i/93147.html,,2013,Blood Ties,犯罪/剧情/惊悚,血缘关系/血缘,
51,"6.5,10,31115",https://www.dy2018.com/i/92999.html,,2013,47 Ronin,剧情/动作/奇幻,四十七浪人/浪人47(台)/浪魂47(港),
52,"6.5,10,13987",https://www.dy2018.com/i/92394.html,,2013,Cloudy with a Chance of Meatballs 2,动画/喜剧/家庭,天降美食2/美食风球2(港)/食破天惊2(台)/美食从天而降2/天降美食2：剩饭的复仇,
53,"6.6,10,1873",https://www.dy2018.com/i/93222.html,,2013,Zulu,剧情/惊悚/犯罪,祖鲁,
54,"6.6,10,12261",https://www.dy2018.com/i/93050.html,,2013,Grudge Match,喜剧/运动,旗鼓相当/进击的大佬(台),
55,"6.7,10,882",https://www.dy2018.com/i/92778.html,,,,喜剧/爱情,,
56,"6.7,10,73080",https://www.dy2018.com/i/92108.html,,2013,Red 2,喜剧/动作/惊悚/犯罪,赤焰战场2/猛火爆2(港)/超危险特工2：狠战(台),
57,"6.8,10,3108",https://www.dy2018.com/i/93383.html,,2013,The Congress.2013,科幻/动画,未来学大会/集会/Le congrès,
58,"6.9,10,7433",https://www.dy2018.com/i/93516.html,,2013,Bad Words.2013,喜剧,脏话,
59,"7.0,10,3543",https://www.dy2018.com/i/92907.html,,2013,Kill Your Darlings,剧情/爱情/同性,杀死汝爱,
60,"7.1,10,10584",https://www.dy2018.com/i/94001.html,,2013,Coherence,,彗星来的那一夜/相干性,
61,"7.2,10,2599",https://www.dy2018.com/i/92388.html,,2013,On the World,喜剧/剧情,在世间/在这个世界,
62,"7.4,10,6456",https://www.dy2018.com/i/92338.html,,2013,Enough Said,喜剧,无须多言/缘来说够了(港),
63,"7.5,10,5639",https://www.dy2018.com/i/92144.html,,2013,Alan Partridge: Alpha Papa,喜剧,阿尔法爸爸/阿兰·帕屈吉：自大老爸,
64,"7.6,10,21234",https://www.dy2018.com/i/93996.html,,2013,Begin Again,剧情/爱情/音乐,歌曲改变人生/一切从音乐再开始(港)/纽约小情歌,
65,"7.6,10,130054",https://www.dy2018.com/i/92901.html,,2013,American Hustle,剧情/犯罪,美国骗局/瞒天大布局(台)/骗海豪情(港),
66,"7.7,10,18623",https://www.dy2018.com/i/92887.html,,2013,The Book Thief,剧情/战争,偷书贼/窃书贼,
67,"7.6,10,27677",https://www.dy2018.com/i/92350.html,,2013,Blue Jasmine,剧情/喜剧,蓝色茉莉/情迷蓝茉莉(港)/蓝色茉莉花,
68,"7.8,10,70737",https://www.dy2018.com/i/93029.html,,2013,Lone Survivor,剧情/战争,孤独的生还者/孤独的幸存者/红翼行动(台)/绝地孤军(港),
69,"7.9,10,31010",https://www.dy2018.com/i/92426.html,,2013,Lone Survivor/El único superviviente/Du sang et des larmes,动作/传记/剧情/惊悚/战争,孤独幸存者/孤独的生还者/红翼行动(台),
70,"7.0,10,21210",https://www.dy2018.com/i/92895.html,,2013,Out of the Furnace,剧情/惊悚/犯罪,逃出熔炉/低等居民,
71,"8.1,10,66631",https://www.dy2018.com/i/92130.html,,2013,Prisoners/Vangid/Zatvorenici,犯罪/剧情/惊悚,囚徒/俘虏/私法争锋(台)/罪迷宫(港),
72,"8.5,10,258112",https://www.dy2018.com/i/92985.html,,2013,The Wolf of Wall Street,传记/喜剧/犯罪/剧情,华尔街之狼/华尔街狼人(港),
73,"5.5,10,246",https://www.dy2018.com/i/92267.html,,2013,Make Your Move,动作,鼓舞激情/斗舞帮,
74,"6.5,10,788",https://www.dy2018.com/i/93017.html,,2013,Super Buddies,动画/喜剧,超级伙伴/超级狗狗(台),
75,,https://www.dy2018.com/i/92181.html,,2013,Force of Execution,动作,暴力执法,
76,"5.3,10,7593",https://www.dy2018.com/i/92178.html,,2013,Paranoia,剧情/动作/惊悚/犯罪,偏执/无间暗战(港)/决胜机密(台),
77,"6.0,10,20570",https://www.dy2018.com/i/92356.html,,2013,Machete Kills,动作/惊悚/犯罪,弯刀杀戮/索女·重炮·神经刀(港)/绝煞刀锋2(台),
78,"6.0,10,552",https://www.dy2018.com/i/93767.html,,2013,Savannah.2013,剧情/家庭/历史,萨凡纳,
79,"5.7,10,23902",https://www.dy2018.com/i/92741.html,,2013,The Counselor,剧情/惊悚/犯罪,黑金杀机/黑权大状(港)/玩命法则(台),
80,"5.5,10,1287",https://www.dy2018.com/i/93791.html,,2013,Proxy,惊悚/恐怖,绝命代理,
81,"5.5,10,32295",https://www.dy2018.com/i/91882.html,,2013,The Purge,科幻/惊悚/恐怖,人类清除计划/国定杀戮日(台)/灭绝游戏/大清洗,
82,"5.4,10,13596",https://www.dy2018.com/i/92266.html,,2013,Runner Runner,剧情/惊悚/犯罪,逆转王牌/逆转赌王(港)/在线德州扑克,
83,,https://www.dy2018.com/i/92963.html,,2013,The Philosophers,,末日哲学家,
84,"6.2,10,26389",https://www.dy2018.com/i/93014.html,,2013,Drinking Buddies,剧情/喜剧/爱情,酒肉朋友/狐朋酒友/酒友,
85,"5.3,10,2686",https://www.dy2018.com/i/93823.html,,2013,All Cheerleaders Die,喜剧/爱情/惊悚/同性/奇幻,拉拉队员都死了/拉拉队去死,
86,,https://www.dy2018.com/i/92814.html,,2013,Girl Most Likely,,邻家女孩/伊莫金,
87,"7.7,10,7623",https://www.dy2018.com/i/92421.html,,2013,No se Aceptan Devoluciones/Instructions Not Included,剧情/喜剧,非常父女档/ 钢筋男子/ 不接受退货,
88,,https://www.dy2018.com/i/92732.html,,2013,Up in the wind,喜剧/爱情,等风来/幸福旅行团,
89,"6.6,10,42",https://www.dy2018.com/i/94018.html,,2013,Gekijouban Toaru Majutsu no Index Endymion no Kiseki,动画/剧情/科幻,魔法禁书目录剧场版：恩底弥翁的奇迹,
90,,https://www.dy2018.com/i/93028.html,,2013,100回泣くこと/Crying 100Times,剧情,100次哭泣,
91,,https://www.dy2018.com/i/92871.html,,2013,映画 �i解きはディナ�`のあとで/The After-Dinner Mysteries,悬疑,推理要在晚餐后电影版,
92,"4.6,10,191",https://www.dy2018.com/i/92786.html,,,,喜剧/剧情,,
93,,,,,,,,
94,,https://www.dy2018.com/i/92776.html,,2013,Make Me Shudder,惊悚/恐怖/喜剧,这个高中没有鬼,
95,,https://www.dy2018.com/i/92894.html,,2013,Pay Back,悬疑/惊悚/犯罪,猎仇者/一触即发,
96,"5.9,10,1111",https://www.dy2018.com/i/92315.html,,2013,Justin and the Knights of Valour,动画,戈洛尔：天平与剑/铁剑骑勇/贾斯汀出任务.....台湾,
97,,https://www.dy2018.com/i/92774.html,,2013,Mi mefahed mezeev hara/Big Bad Wolves/,,大坏狼,
98,"6.8,10,19665",https://www.dy2018.com/i/93330.html,,2013,Dhoom 3.2013,动作/惊悚/犯罪,幻影车神3/幻影风暴3：卷土重来/Dhoom 3: Back in Action/धूम 3,
99,"6.4,10,1822",https://www.dy2018.com/i/93084.html,,2013,Dom Hemingway,剧情/喜剧/犯罪,唐·海明威,
100,"7.3,10,12889",https://www.dy2018.com/i/92725.html,,2013,Filth,剧情/喜剧/犯罪,污垢,
101,"5.7,10,156",https://www.dy2018.com/i/93160.html,,2013,Svengali  2013,喜剧,斯文加利,
102,"4.6,10,4368",https://www.dy2018.com/i/92216.html,,2013,Hammer of the Gods,动作,霹雳雷神/诸神之锤,
103,,https://www.dy2018.com/i/92720.html,,2013,My Beautiful Kingdom,喜剧 / 爱情,我的美丽王国/名模,
104,,https://www.dy2018.com/i/92137.html,,2013,Pricess Show,喜剧 / 爱情,公主的诱惑,
105,,https://www.dy2018.com/i/92844.html,,2013,The Apostles,剧情/悬疑/惊悚,诡镇/异刑/险路勿近,
106,,https://www.dy2018.com/i/91970.html,,,杀戒,爱情/悬疑,,
107,"6.1,10,22188",https://www.dy2018.com/i/93347.html,,2013,Chennai Express,喜剧/动作/爱情,金奈快车/宝莱坞爱情特快车(台),
108,"6.7,10,11913",https://www.dy2018.com/i/93004.html,,2013,Yeh Jawaani Hai Deewani,剧情/喜剧/爱情,那些年我们疯狂的青春/人不风流枉少年/青春洋溢色彩/This Youth is Crazy,
109,,https://www.dy2018.com/i/92743.html,,2013,Want You,剧情 / 爱情 / 音乐,中国好声音之为你转身,
110,"6.6,10,5",https://www.dy2018.com/i/99470.html,中国大陆,2013,我的影子在奔跑,剧情/儿童/家庭,我不是傻瓜/My Running Shadow,"7.4,10,836"
111,,https://www.dy2018.com/i/92011.html,,2013,Happy Heroes,动画 / 冒险,开心超人,
112,,https://www.dy2018.com/i/92006.html,,2013,Fantastic Adventure / The Ultimate Task,喜剧 / 动画 / 冒险,终极大冒险,
113,,https://www.dy2018.com/i/92718.html,,2013,Votage Extraordinaire,动画/奇幻/冒险,郑和1405：魔海寻踪/郑和1405/郑和·魔海劫,
114,,https://www.dy2018.com/i/92961.html,,2013,Lei Feng in 1959,剧情 / 传记,雷锋在1959,
115,,https://www.dy2018.com/i/92955.html,,2013,The Story Of Zhou Enlai,剧情 / 历史,周恩来的四个昼夜,
116,,https://www.dy2018.com/i/92203.html,,2013,一夜情深,情色/剧情/爱情,,
117,,https://www.dy2018.com/i/92220.html,,,梦想预备生/半熟少女,剧情 / 爱情 / 歌舞,梦想预备生之半熟少女,
118,,https://www.dy2018.com/i/92260.html,,上映日期: 2013-11-22(中国大陆),An Irascible Angel,剧情 / 爱情,暴躁天使,
119,,https://www.dy2018.com/i/92119.html,,2013,Beijing Flickers,剧情 / 爱情,有种,
120,,https://www.dy2018.com/i/92124.html,,2013,Neverland,剧情 / 爱情,梦幻岛,
121,,https://www.dy2018.com/i/92191.html,,2013,Seer III: Heroes Alliance.,动画 / 儿童 / 冒险,赛尔号大电影3之战神联盟,
122,,https://www.dy2018.com/i/92245.html,,2013,Carpooling Shock,悬疑 / 惊悚,诡拼车 /拼车惊情,
123,,https://www.dy2018.com/i/92016.html,,,I Love Wolffy 2,喜剧 / 动画,我爱灰太狼2,
124,,https://www.dy2018.com/i/92209.html,,2013,Bachelors' love,喜剧 / 爱情,光的棍,
125,,https://www.dy2018.com/i/92081.html,,2013,青春好久不见,剧情,Youth.Long.Time.No.See,
126,"4.9,10,18611",https://www.dy2018.com/i/92263.html,,2013,嫩模圈,情色/剧情/爱情,Nen.Mo.Quan,
127,,https://www.dy2018.com/i/92265.html,,2013,Lesbian Edge.2013,情色/ 剧情/ 爱情,蕾丝边缘,
128,,https://www.dy2018.com/i/92123.html,,2013,Cold Pupil,悬疑 / 惊悚,冷瞳/冷瞳·贞子再现,
129,,https://www.dy2018.com/i/92825.html,,2013,Lost / Vertigo,悬疑 / 惊悚,迷魂之密室逃脱,
130,,https://www.dy2018.com/i/92103.html,,2013,72 Hours of Sword Robbing,喜剧 / 悬疑 / 惊悚 / 冒险,盗剑72小时,
131,,https://www.dy2018.com/i/92442.html,,2013,The Game Of Hide And Seek,惊悚 / 恐怖,禁忌游戏之迷藏,
132,,https://www.dy2018.com/i/92092.html,,2013,Unidentified,科幻 / 悬疑,来历不明,
133,,https://www.dy2018.com/i/92397.html,,2013,Lemon,剧情 / 爱情,柠檬/柠檬缘,
134,,https://www.dy2018.com/i/93339.html,,,,,有招没招之爱情达人/爱情达人,
135,,https://www.dy2018.com/i/92276.html,,2013,我爱的是你爱我,剧情 / 爱情,Love You For Loving Me,
136,"7.3,10,7425",https://www.dy2018.com/i/93334.html,,2013,Der Medicus.2013,剧情/历史/冒险,神医/医师/神医伊本·西纳,
137,"6.4,10,2271",https://www.dy2018.com/i/91881.html,,2013,Night Train to Lisbon,悬疑/爱情/惊悚,去里斯本的夜车,
138,,https://www.dy2018.com/i/93372.html,,2013,咒·丝,惊悚,,
139,"6.4,10,936",https://www.dy2018.com/i/92934.html,,2013,G&aring;ten Ragnarok,动作/冒险,神秘仙境,
140,"6.7,10,76",https://www.dy2018.com/i/93231.html,,2013,Kyôaku,惊悚,凶恶/The Devil's Path,
141,"7.2,10,143",https://www.dy2018.com/i/93831.html,,2013,土�oの�h 潜入���斯� REIJI/The Mole Song: Undercover Agent Reiji,动作/喜剧,鼹鼠之歌/卧底威龙(台),
142,"7.7,10,38",https://www.dy2018.com/i/94345.html,,,大空港2013/Airport 2013,喜剧,大空港2013,
143,"7.0,10,20",https://www.dy2018.com/i/93518.html,,2013,カノジョは嘘を�郅筏工�てる,爱情,她爱上了我的谎/迷雾中的蝴蝶(港)/The Liar and His Lover,
144,,https://www.dy2018.com/i/92927.html,,2013,甘い鞭/Sweet Whip,悬疑,甜蜜皮鞭,
145,,https://www.dy2018.com/i/93476.html,,2013,ガッチャマン/Gatchaman,科幻,科学小飞侠/神勇飞鹰侠(港)/科学忍者队,
146,,https://www.dy2018.com/i/92135.html,,2013,Assassins,剧情/动作/冒险,光辉岁月7,
147,,https://www.dy2018.com/i/92396.html,,2013-11-01(中国大陆),我为相亲狂,喜剧/爱情,Dating Fever,
148,,https://www.dy2018.com/i/92039.html,,,,惊悚/恐怖/悬疑,,
149,"6.9,10,5062",https://www.dy2018.com/i/93738.html,,2013,L‘Inconnu du lac,,湖畔的陌生人/裸滩猎J(港)/湖畔春光(台),
150,,https://www.dy2018.com/i/93650.html,,2013,The Young and Prodigious T S Spivet,,少年斯派维的奇异旅行 / TS奇旅记,
151,,https://www.dy2018.com/i/92028.html,,2013,搜神记,惊悚 / 恐怖 / 短片,,
152,"5.4,10,2147",https://www.dy2018.com/i/92401.html,,2013,The Protector 2,剧情/动作,冬荫功2：拳霸天下,
153,"7.3,10,3139",https://www.dy2018.com/i/93587.html,,2013,Tracks,冒险/传记/剧情,沙漠驼影/踪迹,
154,"6.1,10,6967",https://www.dy2018.com/i/93034.html,,2013,Knights of Badassdom,恐怖/奇幻/冒险,乌龙骑士团/坏蛆骑士,
155,"6.2,10,711",https://www.dy2018.com/i/93479.html,,2013,The Trials of Cate McCall,剧情/惊悚,凯特·麦考的审判,
156,"6.4,10,1628",https://www.dy2018.com/i/93758.html,,2013,Night Moves,,夜色行动/飘渺夜空/夜色棋着,
157,"6.5,10,7794",https://www.dy2018.com/i/92860.html,,2013,How I Live Now,动作/剧情/惊悚,我的生存之道/为爱生存/我如何生存/我将如何生存,
158,"6.7,10,16859",https://www.dy2018.com/i/92390.html,,2013,You're Next,恐怖/惊悚/喜剧,你是下一个/下一个就是你,
159,"6.7,10,453",https://www.dy2018.com/i/93757.html,,2014,Coldwater.2013,剧情/惊悚/犯罪,冷水,
160,"6.8,10,19297",https://www.dy2018.com/i/92255.html,,2013,The Butler,传记/剧情,白宫管家/白宫第一管家(台),
161,,,,,,,,
162,"7.2,10,9831",https://www.dy2018.com/i/92429.html,,2013,All Is Lost,动作/冒险/剧情,一切尽失/海上求生记(台)/一无所有,
163,"7.2,10,6003",https://www.dy2018.com/i/93603.html,,2013,Blue Ruin,惊悚,蓝色废墟,
164,"7.4,10,10198",https://www.dy2018.com/i/93663.html,,2013,Locke,剧情/惊悚,洛克,
165,"7.5,10,8531",https://www.dy2018.com/i/93031.html,,2013,Snowpiercer,动作/剧情/科幻,雪国列车/末世列车(港)/末日列车(台),
166,"7.6,10,126052",https://www.dy2018.com/i/92734.html,,2013,Thor: The Dark World,动作/冒险/奇幻,雷神2：黑暗世界/雷神托尔2/雷神：黑暗世界/雷神2/ 雷神奇侠2：黑暗世界(港)/雷神索尔2：黑暗世界(台),
167,"7.7,10,29538",https://www.dy2018.com/i/92933.html,,2013,Inside Llewyn Davis,剧情/音乐,醉乡民谣/知音梦里行(港),
168,"7.7,10,36136",https://www.dy2018.com/i/92936.html,,2013,Saving Mr. Banks,传记/喜剧/剧情/家庭/历史/音乐,大梦想家/拯救班克斯先生/拯救班克斯/绘影良缘,
169,"7.7,10,8356",https://www.dy2018.com/i/92250.html,,2013,Fruitvale Station,剧情/传记,弗鲁特韦尔车站/公义终站(港)/弗鲁特韦尔/水果谷,
170,"7.8,10,23439",https://www.dy2018.com/i/92289.html,,2013,About Time,爱情/剧情/科幻/喜剧,时空恋旅人/回到最爱的一天(港)/真爱每一天(台),
171,"7.9,10,7490",https://www.dy2018.com/i/92324.html,,,,剧情/动作/悬疑/历史/战争/灾难,悍战谍影/谍战马德拉斯,
172,,,,,,,,
173,"7.0,10,57025",https://www.dy2018.com/i/92759.html,,2013,Ender's Game,动作/科幻/冒险,安德的游戏/宇宙生还战：安达的战争游戏(港)/战争游戏(台),
174,"8.1,10,21594",https://www.dy2018.com/i/92433.html,,2013,Dallas Buyers Club,传记/剧情/历史,达拉斯买家俱乐部/续命枭雄(港)/药命俱乐部(台),
175,"8.1,10,72356",https://www.dy2018.com/i/92359.html,,2013,Captain Phillips,动作/冒险/传记/犯罪/剧情/惊悚,菲利普船长/盗海狙击(港)/怒海劫(台),
176,"8.3,10,59693",https://www.dy2018.com/i/92279.html,,2013,Rush,动作/传记/剧情,极速风流/一级双雄(港)/决战终点线(台),
177,"8.3,10,218271",https://www.dy2018.com/i/92341.html,,2013,Gravity,惊悚/剧情/科幻/悬疑,地心引力/引力边缘(港)/地球引力/重力,
178,"8.4,10,93688",https://www.dy2018.com/i/92858.html,,2013,12 Years a Slave,剧情/传记/历史,为奴十二载/自由之心(台)/被夺走的12年(港),
179,,,,,,,,
180,"8.0,10,124891",https://www.dy2018.com/i/92854.html,,2013,Frozen /The Snow Queen,喜剧/动画/冒险/家庭/奇幻/歌舞,冰雪奇缘/魔雪奇缘(港)/冰雪大冒险/冰雪皇后/白雪皇后/冰雪女王,
181,"5.7,10,2430",https://www.dy2018.com/i/92139.html,,2013,Hours,惊悚,生死救婴/生死一线间,
182,"5.7,10,23265",https://www.dy2018.com/i/92106.html,,2013,Jobs,剧情/传记,乔布斯/贾伯斯(台)/乔布斯传,
183,"5.7,10,65",https://www.dy2018.com/i/93218.html,,2013,Loves Her Gun.2013,剧情/动作,爱她的枪/神勇不敌女枪手,
184,"5.4,10,2289",https://www.dy2018.com/i/93329.html,,2013,12 Rounds: Reloaded,动作,12回合2：重装上阵,
185,"7.7,10,4571",https://www.dy2018.com/i/93733.html,,2013,Toy Story of Terror,喜剧/动画/短片,玩具总动员之惊魂夜/玩具总动员之恐怖故事,
186,"6.1,10,1528",https://www.dy2018.com/i/92859.html,,2013,Killing Kennedy,传记/历史,刺杀肯尼迪,
187,"5.8,10,4837",https://www.dy2018.com/i/93044.html,,2013,Pawn Shop Chronicles,喜剧/动作,当铺大乱斗,
188,"6.8,10,5533",https://www.dy2018.com/i/92239.html,,2013,Free Birds,动画/喜剧/冒险,火鸡总动员/时光鸡大作战/火鸡/愤怒的火鸡/火鸡反击战(港),
189,"6.3,10,3860",https://www.dy2018.com/i/92362.html,,2013,The Necessary Death of Charlie Countryman,动作/喜剧/爱情,查理必死/这该死的爱(台)/查理·坎特曼必须死,
190,"6.5,10,34278",https://www.dy2018.com/i/91982.html,,2013,The Internship,喜剧,实习大叔/翻生求职党(港)/挨踢实习生,
191,"6.4,10,18369",https://www.dy2018.com/i/92100.html,,2013,Percy Jackson: Sea of Monsters,冒险/家庭/奇幻,波西·杰克逊与魔兽之海/波西·杰克逊与海怪/波西·杰克逊与妖魔之海(台),
192,"4.9,10,995",https://www.dy2018.com/i/92370.html,,2013,Enemies Closer,惊悚,仇敌当前,
193,"6.4,10,30612",https://www.dy2018.com/i/93675.html,,2013,The Frozen Ground,剧情/犯罪/惊悚,冰封之地/惊天冻地(台)/冻结之地/猎蛇行动,
194,"6.1,10,7590",https://www.dy2018.com/i/92923.html,,2013,Closed Circuit,犯罪/剧情/悬疑/惊悚,危险辩护/全面锁定(台)/闭合回路,
195,"4.9,10,741",https://www.dy2018.com/i/92815.html,,2013,Nurse 3D/Nurse/ Nurse 3-D,惊悚,护士3D/护士/恐怖护士,
196,"6.3,10,2882",https://www.dy2018.com/i/93155.html,,2013,The Machine 2013,科幻/惊悚,机械危情/机器人,
197,"6.6,10,3081",https://www.dy2018.com/i/93613.html,,2013,The Zero Theorem 2013,剧情/科幻,零点定理,
198,,https://www.dy2018.com/i/93695.html,,2013,The Double,,双重人格,
199,"7.4,10,7416",https://www.dy2018.com/i/93509.html,,2014,Under the Skin.2013,科幻/惊悚,皮囊之下/皮下之慌(港)/肌肤下/肌肤之下,
200,"9.4,10,8693",https://www.dy2018.com/i/92277.html,,2013,Doctor who The Day Of The Doctor / 神秘博士五十周年特别篇,科幻/冒险/剧情/家庭,神秘博士之博士之日,
201,"5.9,10,2394",https://www.dy2018.com/i/92079.html,,2013,TheLast Days on Mars,科幻/惊悚,在火星上最后的日子,
202,"6.0,10,2085",https://www.dy2018.com/i/93025.html,,2013,Justin and the Knights of Valour,动画/冒险/家庭,驯龙骑士/天平与剑/渣斯汀大任务(港)/贾斯汀出任务(台),
203,"7.1,10,3781",https://www.dy2018.com/i/93945.html,,2013,Metegol,动画/冒险/爱情/运动,挑战者联盟/桌面足球,
204,"5.8,10,617",https://www.dy2018.com/i/92883.html,,2013,Canibal/Cannibal/Caníbal,惊悚/爱情,食人恋/食人裁缝,
205,,https://www.dy2018.com/i/92270.html,,2013,My Boy 4 Friends,喜剧 / 爱情,我的男男男男朋友,
206,"5.8,10,13",https://www.dy2018.com/i/93067.html,,2013-07-19(中国大陆),Kung Fu Man,动作,功夫侠,
207,"6.7,10,316",https://www.dy2018.com/i/93000.html,,2013,The Face Reader,剧情/历史/古装,观相/观相大师：灭王风暴(台)/相面,
208,,,,,,,,
