,IMDB,url,产地,年代,片名,类别,译名,豆瓣
1990,"4.8,10,3452",https://www.dy2018.com/i/98234.html,美国,2017,Unforgettable,剧情/惊悚,难以忘怀,"4.7,10,102"
1991,"5.5,10,3309",https://www.dy2018.com/i/97900.html,,2017,Sleepless,动作/犯罪/惊悚,不眠夜/限时救援(台),"5.6,10,129"
1992,"4.6,10,390",https://www.dy2018.com/i/99369.html,美国,2017,hunted,动作,无人机战场,
1993,"3.8,10,358",https://www.dy2018.com/i/98287.html,美国,2017,Armed Response,动作/惊悚/恐怖,末路恐慌,
1994,,https://www.dy2018.com/i/98428.html,美国,2018,Killing Gunther,喜剧/动作,杀死冈瑟/为什么我们要杀死冈瑟,
1995,"5.5,10,21009",https://www.dy2018.com/i/97813.html,,2017,xXx: The Return of Xander Cage,动作/冒险,极限特工3：终极回归/极限特工：终极回归/3X反恐暴族：重火力回归(港)/限制级战警3: 重返极限(台)/极限特工3,"5.8,10,52404"
1996,,https://www.dy2018.com/i/97775.html,,2017,Check Point,动作/惊悚,检查站,
1997,"4.6,10,265",https://www.dy2018.com/i/99833.html,美国,2017,血猎,动作/恐怖,Blood Hunt,
1998,"5.9,10,508",https://www.dy2018.com/i/98226.html,美国,2017,First Kill,动作/犯罪/惊悚,首杀/第一枪,
1999,"4.7,10,6063",https://www.dy2018.com/i/99220.html,美国,2017,The Layover,喜剧,中转停留/猎男有转机(台),"5.1,10,373"
2000,"5.6,10,330",https://www.dy2018.com/i/97988.html,,2017,Handsome,喜剧,侦探韩森Handsome:ANetflixMysteryMovie,
2001,"5.7,10,5145",https://www.dy2018.com/i/98697.html,美国,2017,Home Again,剧情/喜剧/爱情,再次回家/爱情龄距离(台),"5.4,10,78"
2002,"5.3,10,554",https://www.dy2018.com/i/99157.html,美国,2017,Permission,喜剧/爱情,准许,
2003,"5.7,10,2736",https://www.dy2018.com/i/98251.html,美国,2017,How to Be a Latin Lover,喜剧,如何成为拉丁情人,"5.9,10,36"
2004,"5.8,10,1146",https://www.dy2018.com/i/98016.html,,2017,Table 19,喜剧,婚宴桌牌19号,"5.9,10,50"
2005,"5.8,10,297",https://www.dy2018.com/i/99275.html,加拿大 Canada,2017,小鬼警察：新兵 Cop and a Half 2,喜剧/家庭,小鬼警察2/Cop and a Half: New Recruit,
2006,"5.0,10,695",https://www.dy2018.com/i/100238.html,美国,2017,All I Wish,喜剧,我心所愿/A Little Something for Your Birthday/为你生日做的小事,"5.6,10,80"
2007,"5.4,10,624",https://www.dy2018.com/i/99191.html,美国,2017,Permanent,喜剧,我的小卷毛/烫发风波,
2008,"5.1,10,1289",https://www.dy2018.com/i/97926.html,,2017,Sandy Wexler,喜剧,桑迪/鲁蛇鸟经纪(台),
2009,"5.9,10,3768",https://www.dy2018.com/i/99019.html,美国,2017,The Polka King,剧情/喜剧/传记,波尔卡舞王,
2010,"4.9,10,2657",https://www.dy2018.com/i/99237.html,美国,2017,Father Figures,喜剧,父亲形象/混蛋/谁是你爸爸？/私生子寻父记/Bastards/Who's Your Daddy?,
2011,"5.2,10,972",https://www.dy2018.com/i/98574.html,美国,2017,Dragonheart Battle for the Heartfire,奇幻,龙之心4：心火之战/魔龙传奇4：心火之战/魔幻屠龙4：心火之战,"4.7,10,239"
2012,"5.2,10,3525",https://www.dy2018.com/i/98563.html,美国,2017,Leatherface,惊悚/恐怖,人皮脸/德州电锯杀人狂前传,"5.4,10,171"
2013,"4.3,10,500",https://www.dy2018.com/i/98674.html,,2017,,,,
2014,"4.5,10,11521",https://www.dy2018.com/i/97953.html,,2017,Rings,剧情/恐怖,午夜凶铃3(美版)/美版午夜凶铃3/回魂凶铃(港)/七夜怪谭(台)/新午夜凶铃(美版),"4.7,10,614"
2015,"5.4,10,254",https://www.dy2018.com/i/99187.html,美国,2017,AttackoftheSouthernFriedZombies,恐怖,南部僵尸来袭,
2016,"4.0,10,233",https://www.dy2018.com/i/99208.html,美国,2017,Headgame,恐怖/惊悚,头颅游戏,
2017,"3.2,10,375",https://www.dy2018.com/i/99082.html,美国,2017,5-Headed Shark Attack,科幻/惊悚/恐怖,夺命五头鲨,
2018,"5.1,10,967",https://www.dy2018.com/i/98768.html,美国,2017,快乐猎杀,恐怖,Happy Hunting,
2019,"5.7,10,2320",https://www.dy2018.com/i/98984.html,美国,2017,Mom and Dad,惊悚/恐怖,疯狂父母/爸妈也疯狂(台)/爸爸妈妈,"5.4,10,865"
2020,"4.1,10,5168",https://www.dy2018.com/i/97942.html,,2017,The Bye Bye Man,惊悚/恐怖,送葬人/冤亲债主(台)/蚀脑魔灵(港),"5.4,10,76"
2021,"5.9,10,1271",https://www.dy2018.com/i/98441.html,美国,2017,Cult of Chucky,惊悚/恐怖,鬼娃回魂7/灵异入侵7,
2022,"3.3,10,826",https://www.dy2018.com/i/98887.html,美国,2017,Darkness Rising,恐怖,黑暗崛起,"3.9,10,47"
2023,"5.0,10,2399",https://www.dy2018.com/i/98787.html,美国,2017,Hangman,犯罪/悬疑/惊悚,吊人游戏,
2024,"4.7,10,1402",https://www.dy2018.com/i/98917.html,美国,2017,Escape Room,惊悚,密室逃脱/密弑逃脱(台),"3.5,10,58"
2025,"5.5,10,7727",https://www.dy2018.com/i/98793.html,,2016,深水区 The Deep End,,12 Feet Deep,"5.1,10,168"
2026,"5.0,10,7281",https://www.dy2018.com/i/98785.html,美国,2017,Flatliners,剧情/科幻/惊悚,灵异空间/别闯阴阳界(台)/脉搏探测器,"5.5,10,391"
2027,"4.7,10,118",https://www.dy2018.com/i/98791.html,美国,2017,炼狱校园 Locked Up,惊悚,女监风云：全面监禁(台),
2028,"4.4,10,1506",https://www.dy2018.com/i/99205.html,美国,2017,行监坐守 Keep Watching,惊悚/恐怖,Home Invasion,"4.2,10,205"
2029,"4.6,10,208",https://www.dy2018.com/i/98782.html,美国,2017,Valley Of Bones,犯罪/西部/惊悚,骨之谷/骨谷,
2030,"5.6,10,599",https://www.dy2018.com/i/100157.html,美国,2017,Warning Shot,剧情/惊悚,鸣枪警告/示警/警告射击,
2031,,https://www.dy2018.com/i/98224.html,美国,2017,Lego Scooby-Doo! Blowout Beach Bash,喜剧/动画/奇幻/恐怖/家庭,乐高史酷比：沙滩狂欢派对,
2032,"5.7,10,3482",https://www.dy2018.com/i/98777.html,美国,2017,圣诞王子,爱情,A Christmas Prince,"5.3,10,96"
2033,"4.4,10,607",https://www.dy2018.com/i/99179.html,美国,2017,Welcome to Willits,科幻/恐怖,欢迎来到威利茨/AlienHunter,
2034,"3.0,10,549",https://www.dy2018.com/i/99755.html,美国,2017,第5名乘客,科幻,5th Passenger,
2035,"6.5,10,11056",https://www.dy2018.com/i/99401.html,英国,2017,Churchill,剧情/传记/惊悚,丘吉尔/Warlord,"6.5,10,370"
2036,"6.8,10,2756",https://www.dy2018.com/i/99415.html,英国,2017,Film Stars Don't Die in Liverpool,剧情/传记/爱情,影星永驻利物浦/影星在利物浦永驻/最後相�鄣娜兆樱ǜ郏�,"7.3,10,283"
2037,"6.7,10,4323",https://www.dy2018.com/i/99762.html,英国,2017,Ghost Stories,恐怖,鬼故事/鬼谈怪说,"7.6,10,208"
2038,"7.4,10,1457",https://www.dy2018.com/i/99476.html,,2017,赛马皮特/Lean on Pete,,,"7.7,10,549"
2039,"7.9,10,913",https://www.dy2018.com/i/99617.html,英国,2017,大屠杀：吞噬过去,科幻,Carnage:Swallowing the Past,"8.0,10,92"
2040,"7.8,10,2868",https://www.dy2018.com/i/98933.html,英国,2017,上帝之国 God's Own Country,剧情/爱情/同性,上帝之乡/上帝的国度(台),"8.3,10,1228"
2041,"5.2,10,3137",https://www.dy2018.com/i/97850.html,,2017,Don't Knock Twice,恐怖,别敲两次门,"5.2,10,396"
2042,"5.0,10,699",https://www.dy2018.com/i/100094.html,英国,2017,等待指示,惊悚,Await Further Instructions,
2043,"6.6,10,5379",https://www.dy2018.com/i/99244.html,西班牙,2017,Marrowbone,惊悚/恐怖,马柔本宅秘事/髓骨,"6.7,10,182"
2044,"7.0,10,446",https://www.dy2018.com/i/99126.html,西班牙,2017,Handia,剧情/历史,巨人,
2045,"5.3,10,93",https://www.dy2018.com/i/100254.html,西班牙,2017,"Señor, dame paciencia",喜剧,"神啊，请赐我耐心/Lord, Give Me Patience/我的家人欧买尬(台)",
2046,"5.2,10,695",https://www.dy2018.com/i/99260.html,西班牙,2017,黑暗缪斯 Muse,惊悚,阴诗咒(港)/Musa,"5.8,10,99"
2047,"5.6,10,34",https://www.dy2018.com/i/98612.html,韩国,2017,保安官 보안관,喜剧/犯罪,王牌保安官(台)/治安官/镇上的警长/The Sheriff In Town,"6.1,10,649"
2048,,https://www.dy2018.com/i/98844.html,韩国,2017,兄弟 부라더,喜剧,TheBros,"6.3,10,333"
2049,"6.6,10,168",https://www.dy2018.com/i/98762.html,,2017,어느날,剧情/奇幻,某一天/我的天使,"6.3,10,492"
2050,"6.6,10,152",https://www.dy2018.com/i/98249.html,韩国,2017,프리즌,动作/犯罪,叛狱无间/监狱,"6.5,10,1641"
2051,"6.7,10,123",https://www.dy2018.com/i/98170.html,韩国,2017,프리즌,动作/犯罪,叛狱无间/监狱,"6.5,10,1198"
2052,"7.3,10,47",https://www.dy2018.com/i/98831.html,韩国,2017,7호실,喜剧/悬疑/惊悚,7号室/7号房尸踪案(台),"6.5,10,752"
2053,"5.9,10,30",https://www.dy2018.com/i/98348.html,韩国,2017,원라인,剧情/犯罪,诈骗团/One Line/ONE-LINE,"6.6,10,891"
2054,"6.8,10,327",https://www.dy2018.com/i/98559.html,韩国,2017,The Merciless,剧情/动作/犯罪,不汗党/不汗党：坏家伙们的世界/不汗党：地下秩序(台),"6.9,10,1912"
2055,"6.1,10,12",https://www.dy2018.com/i/98854.html,韩国,2017,기억의 밤,悬疑/惊悚,记忆之夜/Forgotten,"7.1,10,316"
2056,"6.2,10,52",https://www.dy2018.com/i/98823.html,韩国,2017,꾼,剧情/犯罪,骗子/骗徒(台)/骗中骗(港),"7.2,10,321"
2057,"7.1,10,428",https://www.dy2018.com/i/98688.html,韩国,2017,青年警察 청년경찰,喜剧/动作/犯罪,菜鸟警校生(台)/Midnight Runners,"7.2,10,4589"
2058,"7.4,10,94",https://www.dy2018.com/i/98623.html,韩国,2017,The Fortress/Namhan sanseong,剧情/历史,南汉山城,"7.9,10,211"
2059,"7.7,10,79",https://www.dy2018.com/i/98589.html,韩国,2017,I Can Speak,喜剧,我能说,"8.6,10,1050"
2060,"7.9,10,600",https://www.dy2018.com/i/98444.html,韩国,2017,택시 운전사,剧情/历史,出租车司机/我只是个计程车司机(台)/逆权司机(港),"9.1,10,1873"
2061,"6.6,10,7",https://www.dy2018.com/i/99499.html,韩国,2017,나를 기억해,犯罪/悬疑/惊悚,记得我/操控游戏(台)/木偶,"4.9,10,102"
2062,,https://www.dy2018.com/i/97876.html,,2017,小男人�L��3之吾家有喜,喜剧,小男人周记之吾家有喜/小男人周记3,"6.1,10,23"
2063,"7.5,10,53",https://www.dy2018.com/i/98312.html,香港,2017,失眠,恐怖,The Sleep Curse,"6.1,10,163"
2064,"6.1,10,35",https://www.dy2018.com/i/98294.html,香港/中国大陆,2017,原��他77次,爱情,原谅他77次,"6.9,10,9210"
2065,,https://www.dy2018.com/i/99435.html,中国大陆,2017,我的外星女友,剧情/喜剧/动作/爱情/科幻,,
2066,"7.5,10,37931",https://www.dy2018.com/i/99263.html,中国大陆/美国,2017,茉莉牌局 Molly's Game,剧情/传记,茉莉的牌局/决胜女王(台)/莫莉游戏(港),"7.2,10,6815"
2067,"7.8,10,4370",https://www.dy2018.com/i/100208.html,丹麦,2018,Den skyldige,惊悚,罪人/The Guilty,"7.9,10,740"
2068,"3.0,10,636",https://www.dy2018.com/i/100122.html,德国,2018,Hot Dog,喜剧/动作,热狗,"5.6,10,138"
2069,"5.6,10,536",https://www.dy2018.com/i/100074.html,俄罗斯,2018,果戈里·恶灵,悬疑/惊悚/冒险,Гоголь. Вий/The Coolest Girl in the World,"6.7,10,309"
2070,"6.2,10,957",https://www.dy2018.com/i/99960.html,俄罗斯,2018,塞西亚：复仇之剑 Скиф,剧情/动作/奇幻,The Scythian/The Last Warrior,"6.9,10,270"
2071,"6.6,10,991",https://www.dy2018.com/i/100263.html,俄罗斯/乌克兰/塞尔维亚,2018,多甫拉托夫 Довлатов,剧情/传记,大文豪的严冬(港)/Dovlatov,"7.1,10,126"
2072,"5.9,10,968",https://www.dy2018.com/i/100728.html,俄罗斯,2018,坚不可摧,剧情/历史/战争,Несокрушимый,
2073,"6.0,10,1160",https://www.dy2018.com/i/99740.html,法国,2018,黑夜吞噬世界,恐怖,La nuit a dévoré le monde/The Night Eats the World,"6.2,10,387"
2074,"7.3,10,14375",https://www.dy2018.com/i/100559.html,法国,2018,Climax,剧情/恐怖/歌舞,高潮/舞·极乐(港),"6.7,10,1075"
2075,,https://www.dy2018.com/i/99508.html,中国大陆,2018,黄飞鸿之南北英雄,动作,黄飞鸿之生化人,"6.0,10,221"
2076,,https://www.dy2018.com/i/99721.html,中国,2018,故事贩卖机,喜剧/爱情/悬疑/奇幻,Story Machine,"6.0,10,750"
2077,"6.1,10,16",https://www.dy2018.com/i/100224.html,中国大陆,2018,悲伤逆流成河,剧情/爱情,Cry Me a Sad River/悲伤逆流成河电影版,"5.9,10,37535"
2078,"5.7,10,28",https://www.dy2018.com/i/100317.html,中国大陆,2018,昨日青空,爱情/动画,Crystal Sky of Yesterday,"6.2,10,19524"
2079,"7.1,10,39",https://www.dy2018.com/i/99239.html,中国,2018,南极之恋,爱情/冒险,Till the End of the World/南极绝恋,"6.9,10,34546"
2080,"6.2,10,556",https://www.dy2018.com/i/99379.html,中国大陆,2018,唐人街探案2,喜剧/动作/犯罪/悬疑,唐探2/Detective Chinatown Vol 2,"7.0,10,302843"
2081,"7.1,10,432",https://www.dy2018.com/i/99952.html,中国大陆/加拿大,2018,未来机器城,科幻/动画/冒险,新世代小英雄(台/港)/次世代伙伴(新)/暴走吧！失忆超人,
2082,"6.4,10,536",https://www.dy2018.com/i/100033.html,中国大陆,2018,动物世界,剧情/动作/冒险,赌博默示录中国版,"7.3,10,154765"
2083,"7.3,10,744",https://www.dy2018.com/i/100295.html,中国大陆,2018,影,剧情/动作/武侠/古装,荆州保卫战/三国·荆州/Shadow,"7.4,10,208736"
2084,"7.5,10,8",https://www.dy2018.com/i/100201.html,中国大陆,2018,大三儿,纪录片,Mr. Big,"7.7,10,4325"
2085,"6.5,10,329",https://www.dy2018.com/i/99532.html,中国大陆,2018,无问西东,剧情/爱情/战争,ForeverYoung,"7.7,10,230940"
2086,,https://www.dy2018.com/i/99614.html,中国大陆,2018,陈翔六点半之铁头无敌,剧情/喜剧/动作,铁头无敌,"7.7,10,441"
2087,,https://www.dy2018.com/i/98893.html,中国大陆,2018,杀无赦,犯罪/悬疑,Chosen,"8.2,10,213"
2088,"7.6,10,54",https://www.dy2018.com/i/100464.html,中国大陆,2017,四个春天,纪录片/家庭,Four Springs,"8.9,10,49436"
2089,,https://www.dy2018.com/i/99713.html,中国大陆/香港,2018,给19岁的我自己,剧情/爱情,To My 19-Year-Old,"5.1,10,641"
2090,"5.6,10,27",https://www.dy2018.com/i/99660.html,中国大陆,2018,后来的我们,剧情/爱情,Us and Them,"5.8,10,129823"
2091,,https://www.dy2018.com/i/100021.html,中国大陆,2018,三十那年,爱情/歌舞,ThirtyThatYear,
2092,,https://www.dy2018.com/i/99876.html,中国大陆,2018,生如夏花,爱情,SummerFlowers,
2093,,https://www.dy2018.com/i/100292.html,中国大陆,2018,忠犬大营救,剧情/爱情/冒险,Save My Dogs,
2094,,https://www.dy2018.com/i/99756.html,中国大陆,2018,吃货宇宙,喜剧/科幻/动画,Foodiverse,
2095,,https://www.dy2018.com/i/100424.html,中国大陆,2018,恐龙王,喜剧/动画/冒险,Dino King,
2096,,https://www.dy2018.com/i/99975.html,中国大陆,2018,神秘世界历险记4,动画,Yugo&LalaIV,"5.6,10,961"
2097,,https://www.dy2018.com/i/99142.html,中国,2018,白夜侠,喜剧/古装/动作,The Kinght In The White Night,
2098,,https://www.dy2018.com/i/100364.html,中国,2018,黄飞鸿之怒海雄风,动作/武侠,Huang Fei Hong Zhi Nu Hai Xiong Feng,
2099,"4.8,10,45",https://www.dy2018.com/i/99973.html,中国大陆/香港/美国,2018,解码游戏,喜剧/动作/犯罪,解码者,"4.1,10,2176"
2100,,https://www.dy2018.com/i/99677.html,中国大陆,2018,九门提督,动作/古装,Assassins of Brotherhood,"4.5,10,368"
2101,"4.6,10,300",https://www.dy2018.com/i/99110.html,中国大陆/澳大利亚,2018,谜巢,动作/冒险,蛛网/蛛巢,"4.1,10,7910"
2102,"6.6,10,111",https://www.dy2018.com/i/100395.html,中国大陆,2018,失控之枪林弹雨,动作,,"6.6,10,111"
2103,,https://www.dy2018.com/i/100121.html,中国大陆,2018,蜀山降魔传,动作/爱情/武侠,The Legend of Zu,
2104,,https://www.dy2018.com/i/99848.html,中国大陆,2018,一个人的江湖,剧情/动作,一个人的门派,
2105,,https://www.dy2018.com/i/100202.html,中国大陆,2018,擒贼先擒王,剧情/犯罪,Catch The King,
2106,,https://www.dy2018.com/i/100386.html,中国大陆,2018,恐怖快递,惊悚,Terror Express/The Express/恐怖快件/爱情速递,
2107,,https://www.dy2018.com/i/100009.html,中国大陆,2018,道高一丈,剧情/犯罪/悬疑,TheBlizzard,"5.2,10,4103"
2108,,https://www.dy2018.com/i/99847.html,中国大陆,2018,地下凶猛,剧情/喜剧,UndergroundSnatch,
2109,,https://www.dy2018.com/i/100001.html,中国,2018,审判者1,犯罪/悬疑/剧情,The Adjudicator,
2110,,https://www.dy2018.com/i/99636.html,中国大陆,2018,心想事成杂货铺,剧情/奇幻,午夜杂货铺,
2111,,https://www.dy2018.com/i/99857.html,中国大陆,2018,伊阿索密码,科幻/悬疑/惊悚,北极,
2112,,https://www.dy2018.com/i/100349.html,中国大陆,2018,阴阳眼之瞳灵公馆,惊悚/恐怖,Can't See Me Love You/瞳灵公馆,
2113,"5.6,10,209",https://www.dy2018.com/i/99185.html,中国大陆/香港,2018,西游记女儿国,喜剧/爱情/奇幻,西游记·女儿国/西游记之女儿国,"4.6,10,52527"
2114,,https://www.dy2018.com/i/100516.html,中国大陆,2018,断片之险途夺宝,喜剧/冒险,断片儿/Mad Ebriety/The Morning After,"2.7,10,6260"
2115,,https://www.dy2018.com/i/99822.html,中国大陆/马来西亚,2018,疯狂这一年,剧情/喜剧,一家亲亲过好年/This Year In Crazy,
2116,"5.1,10,28",https://www.dy2018.com/i/99769.html,中国大陆,2018,龙虾刑警,喜剧/动作/犯罪,Lobster Cop,"5.0,10,6026"
2117,,https://www.dy2018.com/i/99759.html,中国大陆,2018,猛虫过江,喜剧/动作,The Way of the Bug/A Strong Insect Crossing the River,"3.7,10,10588"
2118,"4.3,10,29",https://www.dy2018.com/i/100321.html,中国大陆,2018,胖子行动队,喜剧/动作,Fat Buddies,"3.9,10,15157"
2119,,https://www.dy2018.com/i/99619.html,中国大陆,2018,七号公馆,喜剧/悬疑/惊悚,HouseNo.7,
2120,,https://www.dy2018.com/i/100335.html,中国,2018,四平青年之喋血曼谷,喜剧/动作,,
2121,,https://www.dy2018.com/i/99297.html,中国,2018,Defying Chase,喜剧/动作,玩命/玩命追击,
2122,"4.0,10,11",https://www.dy2018.com/i/100492.html,中国大陆/香港,2018,武林怪兽,喜剧/奇幻/武侠,Kung Fu Monster/When Robbers Meet The Monster,"3.6,10,7745"
2123,,https://www.dy2018.com/i/99946.html,中国大陆,2018,造梦游戏,喜剧/爱情/科幻/奇幻/冒险,,
2124,,https://www.dy2018.com/i/100365.html,中国大陆,2018,黑暗迷宫,悬疑/犯罪,Endless Loop/六度空间,"5.5,10,743"
2125,,https://www.dy2018.com/i/99747.html,中国大陆,2018,妖狐传,悬疑/惊悚/古装,,
2126,,https://www.dy2018.com/i/100393.html,中国大陆,2018,暗剑,战争,Hiding Sword/抗日佐罗,
2127,"4.8,10,367",https://www.dy2018.com/i/100159.html,中国大陆,2018,大轰炸,动作/历史/战争,Air Strike/The Bombing/Unbreakable Spirit,
2128,,https://www.dy2018.com/i/100482.html,中国大陆,2018,中国蓝盔,剧情/动作/战争,China Peacekeeping Forces/Peacekeeping Force,"3.3,10,1776"
2129,"6.2,10,87",https://www.dy2018.com/i/100452.html,韩国,2018,리벤져,动作,复仇岛/Revenger,
2130,"6.1,10,249",https://www.dy2018.com/i/100300.html,韩国,2018,창궐,动作/恐怖,猖獗/Rampant/尸杀帝国(港)/尸落之城(台),"5.5,10,1396"
2131,"5.0,10,38",https://www.dy2018.com/i/100406.html,韩国,2018,여곡성,恐怖,女哭声/The Wrath,"4.3,10,410"
2132,"7.1,10,544",https://www.dy2018.com/i/100600.html,荷兰 Netherlands,2018,The Conductor,传记,指挥家,
2133,"7.7,10,148",https://www.dy2018.com/i/100120.html,马来西亚,2018,Lee Chong Wei,剧情/传记/运动,李宗伟：败者为王/李宗伟/败者为王,"7.1,10,2387"
2134,"7.4,10,225",https://www.dy2018.com/i/100328.html,马来西亚,2018,十字路口,剧情/犯罪,One Two Jaga,
2135,"5.6,10,2407",https://www.dy2018.com/i/100217.html,美国,2018,Kin,动作/科幻/惊悚,同族/亲戚/天煞重炮(港)/家族,"5.2,10,205"
2136,"5.3,10,15430",https://www.dy2018.com/i/100477.html,美国,2018,Robin Hood,动作/冒险,罗宾汉/Robin Hood: Origins/箭神·第一战(港)/罗宾汉崛起(台)/罗宾汉：起源,"5.4,10,615"
2137,"6.0,10,27844",https://www.dy2018.com/i/99380.html,,2018,Pacific Rim: Uprising,动作,环太平洋：雷霆再起/环太平洋2/环太平洋2：起义时刻(台)/悍战太平洋2：起义时空(港)/环太平洋2：崛起,"5.7,10,86034"
2138,"6.2,10,4338",https://www.dy2018.com/i/100573.html,美国,2018,光之声 Vox Lux,剧情/音乐,逆光天后(台)/光音,"6.0,10,615"
2139,"6.1,10,2243",https://www.dy2018.com/i/99809.html,美国,2018,Extinction,科幻/惊悚,灭绝/灭绝入侵(台),"6.0,10,185"
2140,"6.0,10,3796",https://www.dy2018.com/i/100332.html,美国,2018,鸡皮疙瘩2：闹鬼万圣节,喜剧/恐怖/奇幻/冒险,Goosebumps: Haunted Halloween,"5.5,10,153"
2141,"5.7,10,1034",https://www.dy2018.com/i/100032.html,美国,2018,Little Italy,喜剧/爱情,小意大利,"6.0,10,158"
2142,"6.1,10,2666",https://www.dy2018.com/i/99678.html,美国,2018,Bent,惊悚,嗜好/黑警,
2143,"6.4,10,2443",https://www.dy2018.com/i/100303.html,美国,2018,The Clovehitch Killer,惊悚,双套结杀手/Clovehitch,"6.1,10,86"
2144,"5.7,10,1724",https://www.dy2018.com/i/100362.html,美国,2018,Lizzie/Lizzie Borden,剧情/传记/犯罪,丽兹/丽兹·波顿/裸爱杀机(台),"6.1,10,869"
2145,"5.5,10,11353",https://www.dy2018.com/i/100488.html,美国,2018,The Nutcracker And The Four Realms,奇幻/冒险,胡桃夹子和四个王国/胡桃夹子(港)/胡桃夹子真人版/胡桃钳与奇幻四国(台),"6.1,10,32625"
2146,"6.1,10,2008",https://www.dy2018.com/i/99374.html,美国,2018,Wildling,奇幻/恐怖,野生狼性,"5.2,10,90"
2147,"4.9,10,2032",https://www.dy2018.com/i/99873.html,美国,2018,Action Point,喜剧,行动时刻/Action Park,"6.1,10,65"
2148,"6.4,10,5711",https://www.dy2018.com/i/99736.html,美国,2018,Beirut,剧情/惊悚,贝鲁特/黎巴嫩1982: 亡命救参(港)/高压行动(台)/高压线上,"6.2,10,191"
2149,"6.3,10,3060",https://www.dy2018.com/i/100528.html,美国,2018,The Front Runner,剧情/传记,领先者/The Frontrunner,"6.2,10,141"
2150,"5.7,10,2513",https://www.dy2018.com/i/100356.html,美国,2018,I Still See You,惊悚,千次伤我心/Break My Heart 1000 Times,"6.3,10,346"
2151,"6.3,10,4971",https://www.dy2018.com/i/99903.html,美国,2018,Bad Samaritan,剧情/惊悚,亦正亦邪,"5.9,10,120"
2152,"7.0,10,55881",https://www.dy2018.com/i/100379.html,美国,2018,Halloween,惊悚/恐怖,月光光心慌慌/Halloween 3-D/Halloween III/Halloween Returns/万圣节11/万圣节归来/月光光新慌慌(台),"6.3,10,5728"
2153,"5.6,10,21687",https://www.dy2018.com/i/99849.html,美国/中国大陆,2018,I Feel Pretty,喜剧,超大号美人/姐就是美(台)/美丽爱自信/自觉美丽/人家美着呢(豆友),"6.3,10,1235"
2154,"6.4,10,444",https://www.dy2018.com/i/99165.html,美国,2018,The Outsider,动作/犯罪/惊悚,局外人/外来者,"5.8,10,76"
2155,"6.8,10,37098",https://www.dy2018.com/i/99386.html,美国,2018,Red Sparrow,剧情/悬疑/惊悚,红雀/红雀特工(港)/红色麻雀/红燕子/红麻雀/朱雀,"6.4,10,2749"
2156,"6.3,10,5494",https://www.dy2018.com/i/99735.html,美国,2018,Every Day,剧情/爱情/奇幻,每一天/每，一天(台),"6.4,10,780"
2157,"6.4,10,8893",https://www.dy2018.com/i/99757.html,美国,2018,Super Troopers 2,喜剧/犯罪/悬疑,超级骑警2/乌龙巡警2(台)/Broken Lizard's Super Troopers 2,"5.1,10,162"
2158,"5.7,10,9032",https://www.dy2018.com/i/99808.html,美国,2018,Overboard,喜剧/爱情,落水姻缘,"6.5,10,163"
2159,"6.1,10,20144",https://www.dy2018.com/i/99860.html,美国,2018,Skyscraper,动作/惊悚/冒险,摩天营救/摩天大楼(台)/高凶浩劫(港)/高耸入云,"6.5,10,47765"
2160,"6.5,10,3064",https://www.dy2018.com/i/99477.html,美国,2018,Forever My Girl,剧情/爱情/音乐,永远是我的女孩/我永远的女孩(台),"5.6,10,79"
2161,"7.0,10,10694",https://www.dy2018.com/i/100154.html,美国,2018,Alpha,剧情/冒险,阿尔法：狼伴归途/The Solutrean/极地之王(台)/阿尔法/驯狼纪(港),"6.5,10,11527"
2162,"7.1,10,20",https://www.dy2018.com/i/99823.html,美国,2018,乐高DC超级英雄：亚特兰蒂斯之怒,动画,Lego DC Super Heroes: Aquaman: Rage of Atlantis,"6.6,10,78"
2163,"6.1,10,11785",https://www.dy2018.com/i/100150.html,美国,2018,Mile 22,动作/犯罪/冒险,22英里/拳力逃脱(台)/绝地22哩(港),"6.6,10,1106"
2164,"5.8,10,1059",https://www.dy2018.com/i/99557.html,美国,2018,黑暗之中 In Darkness,惊悚,黑暗深渊,"6.6,10,92"
2165,"8.0,10,100650",https://www.dy2018.com/i/99518.html,美国,2018,寂静之地 A Quiet Place,惊悚/恐怖,无声绝境(港)/噤界(台)/静地,"6.6,10,60564"
2166,"6.6,10,1420",https://www.dy2018.com/i/99950.html,美国,2018,Sierra Burgess Is a Loser,喜剧,塞尔拉·伯格斯是废柴/鲁妹席艾拉(台)/席艾拉正废柴(港),"5.5,10,126"
2167,"6.7,10,127",https://www.dy2018.com/i/99080.html,美国,2018,Lego DC Comics Super Heroes: The Flash,科幻/动画,乐高DC超级英雄：闪电侠,
2168,"6.5,10,28982",https://www.dy2018.com/i/99645.html,美国,2018,狂暴巨兽 Rampage,动作/科幻/冒险,末日困兽战(港)/毁灭大作战(台)/狂暴：世纪浩劫/狂暴/怪兽大破坏,"6.7,10,57017"
2169,"6.7,10,7155",https://www.dy2018.com/i/99572.html,美国,2018,失心病狂 Unsane,剧情/惊悚/恐怖,疯人院(台)/疯·魔(港)/荒诞/表演者,"6.7,10,324"
2170,"6.3,10,7600",https://www.dy2018.com/i/99912.html,美国,2018,我朋友是杀人狂 My Friend Dahmer,剧情/惊悚/恐怖/传记/犯罪,我的朋友达莫,"6.7,10,105"
